temporada,episodio,nome_frame,cor_1_rgb,proporcao_cor_1,cor_2_rgb,proporcao_cor_2,cor_3_rgb,proporcao_cor_3,cor_4_rgb,proporcao_cor_4,cor_5_rgb,proporcao_cor_5
s01,e01,frame_000444.png,"[2, 2, 5]",0.5952,"[8, 8, 13]",0.2508,"[16, 17, 23]",0.0761,"[29, 32, 40]",0.0478,"[46, 48, 57]",0.0301
s01,e01,frame_000445.png,"[5, 4, 4]",0.4854,"[21, 24, 28]",0.3189,"[46, 60, 73]",0.1088,"[73, 100, 137]",0.0582,"[155, 178, 212]",0.0287
s01,e01,frame_000446.png,"[0, 1, 5]",0.6468,"[5, 9, 16]",0.1967,"[13, 20, 27]",0.1159,"[34, 43, 49]",0.0305,"[137, 121, 117]",0.0101
s01,e01,frame_000447.png,"[5, 5, 8]",0.4811,"[17, 21, 28]",0.2355,"[27, 35, 46]",0.1669,"[39, 52, 71]",0.0829,"[62, 80, 108]",0.0336
s01,e01,frame_000448.png,"[2, 1, 4]",0.498,"[9, 9, 12]",0.2286,"[16, 17, 23]",0.1377,"[24, 31, 39]",0.0912,"[46, 52, 62]",0.0445
s01,e01,frame_000449.png,"[1, 0, 0]",0.3682,"[1, 0, 2]",0.3352,"[0, 0, 0]",0.1363,"[1, 0, 1]",0.0877,"[0, 0, 2]",0.0726
s01,e01,frame_000450.png,"[1, 1, 2]",0.5223,"[7, 8, 11]",0.1533,"[13, 18, 25]",0.13,"[22, 32, 43]",0.1057,"[27, 40, 55]",0.0887
s01,e01,frame_000451.png,"[2, 2, 5]",0.5625,"[11, 11, 15]",0.2488,"[21, 25, 33]",0.1336,"[36, 40, 47]",0.0401,"[50, 63, 76]",0.015
s01,e01,frame_000452.png,"[0, 0, 0]",0.8001,"[11, 11, 10]",0.0979,"[27, 25, 24]",0.0515,"[45, 42, 42]",0.0312,"[74, 68, 69]",0.0193
s01,e01,frame_000453.png,"[10, 13, 22]",0.3813,"[6, 7, 14]",0.2694,"[16, 24, 33]",0.1508,"[25, 35, 46]",0.1238,"[15, 1, 2]",0.0747
s01,e01,frame_000454.png,"[0, 0, 0]",0.8844,"[14, 15, 18]",0.039,"[56, 65, 77]",0.034,"[36, 41, 48]",0.0301,"[87, 103, 125]",0.0125
s01,e01,frame_000455.png,"[20, 26, 33]",0.6297,"[40, 42, 48]",0.1812,"[5, 6, 7]",0.1207,"[74, 74, 80]",0.0436,"[135, 136, 139]",0.0248
s01,e01,frame_000456.png,"[0, 0, 3]",0.4186,"[2, 4, 8]",0.3092,"[7, 11, 16]",0.1798,"[14, 22, 31]",0.0795,"[43, 45, 51]",0.0129
s01,e01,frame_000457.png,"[0, 0, 0]",0.8824,"[12, 13, 17]",0.0881,"[43, 48, 50]",0.0261,"[120, 108, 94]",0.0024,"[208, 193, 180]",0.001
s01,e01,frame_000458.png,"[2, 3, 5]",0.3525,"[12, 13, 17]",0.3416,"[22, 24, 29]",0.2546,"[53, 53, 46]",0.0343,"[94, 96, 90]",0.017
s01,e01,frame_000459.png,"[0, 1, 1]",0.5631,"[5, 10, 11]",0.2229,"[25, 38, 48]",0.0916,"[13, 19, 22]",0.0907,"[42, 55, 72]",0.0317
s01,e01,frame_000460.png,"[0, 0, 3]",0.4229,"[6, 7, 12]",0.2862,"[13, 16, 21]",0.1823,"[22, 27, 32]",0.0946,"[36, 46, 52]",0.014
s01,e01,frame_000461.png,"[0, 0, 0]",0.3327,"[1, 1, 4]",0.295,"[3, 5, 9]",0.1596,"[8, 12, 15]",0.1204,"[16, 27, 26]",0.0923
s01,e01,frame_000462.png,"[1, 0, 3]",0.7188,"[11, 10, 14]",0.1428,"[24, 23, 27]",0.0748,"[44, 43, 45]",0.0409,"[67, 67, 74]",0.0227
s01,e01,frame_000463.png,"[2, 1, 4]",0.5946,"[12, 11, 14]",0.144,"[77, 101, 125]",0.1191,"[30, 36, 43]",0.0963,"[50, 63, 77]",0.046
s01,e01,frame_000464.png,"[2, 1, 4]",0.6485,"[12, 11, 14]",0.1807,"[25, 23, 27]",0.0798,"[41, 39, 43]",0.0586,"[64, 62, 69]",0.0324
s01,e01,frame_000465.png,"[2, 1, 4]",0.8784,"[23, 24, 28]",0.047,"[12, 11, 13]",0.0458,"[41, 48, 57]",0.0183,"[62, 78, 97]",0.0105
s01,e01,frame_000466.png,"[2, 1, 4]",0.6431,"[12, 11, 15]",0.1439,"[37, 42, 48]",0.0879,"[24, 25, 30]",0.0731,"[49, 57, 64]",0.052
s01,e01,frame_000467.png,"[2, 1, 4]",0.8901,"[13, 13, 15]",0.0485,"[30, 33, 40]",0.0299,"[50, 58, 69]",0.0219,"[67, 85, 105]",0.0096
s01,e01,frame_000468.png,"[5, 4, 7]",0.7776,"[19, 19, 21]",0.1683,"[37, 42, 49]",0.035,"[63, 74, 88]",0.0129,"[107, 123, 143]",0.0062
s01,e01,frame_000469.png,"[1, 0, 3]",0.5128,"[6, 7, 10]",0.2484,"[12, 13, 16]",0.1381,"[21, 21, 24]",0.0649,"[31, 32, 35]",0.0358
s01,e01,frame_000470.png,"[2, 1, 5]",0.5663,"[10, 10, 14]",0.2753,"[19, 20, 24]",0.1067,"[36, 36, 42]",0.0393,"[68, 69, 76]",0.0124
s01,e01,frame_000471.png,"[1, 0, 2]",0.7381,"[17, 19, 22]",0.1229,"[7, 8, 11]",0.0854,"[32, 40, 48]",0.032,"[43, 53, 63]",0.0216
s01,e01,frame_000472.png,"[11, 14, 19]",0.5014,"[30, 39, 47]",0.2586,"[49, 63, 79]",0.1539,"[83, 100, 116]",0.0506,"[149, 153, 154]",0.0355
s01,e01,frame_000473.png,"[1, 0, 3]",0.4015,"[3, 2, 6]",0.3768,"[11, 12, 16]",0.1488,"[25, 26, 37]",0.0676,"[64, 65, 73]",0.0053
s01,e01,frame_000474.png,"[2, 2, 3]",0.4521,"[9, 10, 12]",0.2006,"[18, 23, 28]",0.161,"[31, 39, 44]",0.1058,"[51, 59, 66]",0.0805
s01,e01,frame_000475.png,"[6, 5, 4]",0.4668,"[19, 20, 21]",0.3269,"[29, 36, 38]",0.1865,"[86, 87, 85]",0.0154,"[221, 221, 221]",0.0044
s01,e01,frame_000476.png,"[3, 2, 2]",0.3723,"[12, 11, 11]",0.2533,"[18, 21, 24]",0.2417,"[28, 30, 28]",0.0822,"[38, 40, 37]",0.0505
s01,e01,frame_000477.png,"[15, 17, 18]",0.322,"[19, 24, 25]",0.2232,"[10, 11, 11]",0.1825,"[26, 33, 34]",0.1492,"[2, 2, 1]",0.1231
s01,e01,frame_000478.png,"[0, 0, 0]",0.7032,"[9, 8, 7]",0.1657,"[21, 19, 16]",0.0815,"[45, 37, 34]",0.036,"[80, 73, 73]",0.0136
s01,e01,frame_000479.png,"[18, 14, 13]",0.3773,"[46, 40, 37]",0.2732,"[148, 135, 135]",0.1511,"[99, 92, 90]",0.1384,"[196, 189, 194]",0.06
s01,e01,frame_000480.png,"[1, 1, 0]",0.3677,"[21, 21, 19]",0.2299,"[14, 13, 10]",0.2148,"[33, 32, 31]",0.1342,"[46, 47, 45]",0.0534
s01,e01,frame_000481.png,"[9, 8, 8]",0.5459,"[18, 18, 17]",0.2419,"[36, 40, 40]",0.1432,"[50, 57, 59]",0.0604,"[87, 101, 117]",0.0086
s01,e01,frame_000482.png,"[5, 5, 4]",0.6439,"[16, 16, 15]",0.2439,"[33, 34, 31]",0.0561,"[49, 49, 45]",0.0418,"[74, 75, 77]",0.0143
s01,e01,frame_000483.png,"[0, 0, 0]",0.608,"[9, 10, 9]",0.1847,"[3, 4, 4]",0.1514,"[18, 18, 16]",0.0424,"[35, 35, 35]",0.0135
s01,e01,frame_000484.png,"[2, 2, 2]",0.897,"[23, 18, 15]",0.0397,"[41, 35, 32]",0.0382,"[58, 52, 52]",0.0185,"[77, 76, 82]",0.0066
s01,e01,frame_000485.png,"[5, 5, 5]",0.4152,"[14, 14, 14]",0.3466,"[30, 31, 30]",0.1737,"[47, 54, 55]",0.0367,"[96, 106, 105]",0.0278
s01,e01,frame_000486.png,"[2, 1, 2]",0.3335,"[4, 4, 5]",0.2531,"[12, 12, 10]",0.1536,"[9, 8, 8]",0.1418,"[15, 16, 14]",0.118
s01,e01,frame_000487.png,"[9, 9, 8]",0.5371,"[3, 2, 1]",0.2115,"[17, 18, 19]",0.1799,"[37, 36, 33]",0.044,"[58, 61, 59]",0.0275
s01,e01,frame_000488.png,"[9, 10, 10]",0.4478,"[2, 3, 3]",0.2818,"[19, 19, 21]",0.1675,"[41, 34, 35]",0.0641,"[65, 60, 60]",0.0388
s01,e01,frame_000489.png,"[5, 5, 6]",0.5485,"[17, 16, 17]",0.2683,"[37, 36, 39]",0.1082,"[66, 66, 71]",0.0533,"[105, 108, 129]",0.0217
s01,e01,frame_000490.png,"[4, 4, 6]",0.6636,"[17, 16, 17]",0.2241,"[39, 40, 45]",0.0734,"[72, 71, 79]",0.0284,"[94, 98, 121]",0.0105
s01,e01,frame_000491.png,"[1, 1, 2]",0.5794,"[13, 15, 20]",0.1989,"[33, 38, 44]",0.0984,"[55, 61, 72]",0.0787,"[97, 104, 124]",0.0446
s01,e01,frame_000492.png,"[12, 12, 12]",0.4243,"[3, 2, 1]",0.252,"[25, 25, 26]",0.2373,"[56, 50, 49]",0.0656,"[123, 99, 91]",0.0208
s01,e01,frame_000493.png,"[5, 4, 2]",0.5082,"[14, 12, 10]",0.2538,"[22, 21, 23]",0.1386,"[39, 37, 37]",0.0653,"[55, 52, 54]",0.0341
s01,e01,frame_000494.png,"[93, 110, 109]",0.2475,"[65, 78, 73]",0.2296,"[222, 250, 250]",0.2175,"[124, 149, 152]",0.1808,"[157, 198, 206]",0.1246
s01,e01,frame_000495.png,"[7, 5, 5]",0.4585,"[18, 16, 16]",0.2628,"[31, 29, 28]",0.148,"[49, 47, 44]",0.0763,"[72, 69, 62]",0.0544
s01,e01,frame_000496.png,"[7, 5, 5]",0.4787,"[17, 16, 16]",0.2519,"[28, 27, 26]",0.1428,"[43, 42, 41]",0.0746,"[65, 66, 61]",0.052
s01,e01,frame_000497.png,"[6, 5, 5]",0.4475,"[20, 18, 17]",0.2514,"[38, 36, 34]",0.1966,"[61, 58, 55]",0.0863,"[122, 115, 111]",0.0182
s01,e01,frame_000498.png,"[0, 0, 1]",0.5302,"[9, 13, 17]",0.2723,"[21, 26, 33]",0.1414,"[37, 43, 51]",0.0481,"[107, 114, 123]",0.008
s01,e01,frame_000499.png,"[1, 0, 2]",0.4015,"[8, 9, 11]",0.2868,"[16, 18, 20]",0.1526,"[28, 31, 36]",0.1222,"[51, 54, 60]",0.0369
s01,e01,frame_000500.png,"[1, 1, 2]",0.4699,"[10, 11, 13]",0.2971,"[25, 26, 30]",0.1597,"[35, 39, 47]",0.0585,"[60, 63, 69]",0.0148
s01,e01,frame_000501.png,"[1, 0, 2]",0.4236,"[8, 9, 11]",0.2659,"[18, 19, 22]",0.1377,"[29, 31, 35]",0.1358,"[45, 49, 56]",0.037
s01,e01,frame_000502.png,"[8, 10, 10]",0.3942,"[3, 3, 3]",0.3307,"[22, 24, 26]",0.1242,"[37, 40, 43]",0.1083,"[53, 56, 64]",0.0426
s01,e01,frame_000503.png,"[15, 16, 17]",0.4406,"[4, 5, 6]",0.3373,"[33, 35, 37]",0.1429,"[54, 60, 61]",0.0692,"[96, 117, 131]",0.01
s01,e01,frame_000504.png,"[5, 6, 6]",0.4385,"[21, 22, 23]",0.3159,"[45, 44, 43]",0.1625,"[82, 75, 76]",0.0519,"[133, 127, 124]",0.0312
s01,e01,frame_000505.png,"[5, 5, 5]",0.4616,"[22, 22, 23]",0.2849,"[46, 45, 43]",0.1704,"[82, 75, 74]",0.0559,"[133, 127, 124]",0.0272
s01,e01,frame_000506.png,"[0, 1, 2]",0.5497,"[8, 15, 21]",0.3663,"[27, 34, 40]",0.0594,"[59, 65, 68]",0.0233,"[179, 185, 189]",0.0013
s01,e01,frame_000507.png,"[3, 2, 2]",0.4911,"[47, 45, 41]",0.2133,"[26, 20, 18]",0.2055,"[75, 69, 66]",0.0744,"[136, 102, 101]",0.0157
s01,e01,frame_000508.png,"[0, 0, 0]",0.5997,"[1, 6, 8]",0.1698,"[3, 13, 16]",0.1339,"[31, 21, 15]",0.0491,"[52, 40, 33]",0.0475
s01,e01,frame_000509.png,"[0, 0, 0]",0.6832,"[13, 15, 13]",0.2253,"[40, 40, 33]",0.071,"[89, 92, 96]",0.0139,"[160, 156, 160]",0.0066
s01,e01,frame_000510.png,"[2, 2, 2]",0.4686,"[8, 13, 19]",0.3907,"[28, 42, 56]",0.0843,"[31, 29, 30]",0.039,"[54, 66, 78]",0.0174
s01,e01,frame_000511.png,"[0, 0, 0]",0.4287,"[3, 7, 10]",0.367,"[17, 26, 33]",0.0998,"[30, 21, 18]",0.0639,"[55, 42, 39]",0.0406
s01,e01,frame_000512.png,"[0, 0, 0]",0.4348,"[1, 4, 7]",0.3072,"[4, 9, 12]",0.0935,"[15, 10, 7]",0.0868,"[22, 22, 23]",0.0777
s01,e01,frame_000513.png,"[0, 0, 0]",0.4224,"[1, 4, 7]",0.3061,"[8, 11, 13]",0.1818,"[32, 24, 20]",0.051,"[54, 43, 37]",0.0387
s01,e01,frame_000514.png,"[0, 1, 2]",0.541,"[9, 16, 22]",0.3711,"[30, 39, 45]",0.0638,"[74, 80, 86]",0.0224,"[207, 206, 206]",0.0017
s01,e01,frame_000515.png,"[12, 13, 13]",0.4169,"[2, 3, 3]",0.4068,"[28, 26, 24]",0.1241,"[76, 58, 48]",0.0364,"[138, 107, 98]",0.0158
s01,e01,frame_000516.png,"[1, 1, 1]",0.621,"[17, 19, 17]",0.2067,"[33, 34, 32]",0.1022,"[51, 56, 55]",0.066,"[134, 126, 129]",0.0041
s01,e01,frame_000517.png,"[0, 0, 0]",0.5543,"[9, 10, 9]",0.1812,"[21, 21, 20]",0.141,"[40, 39, 38]",0.0819,"[66, 61, 61]",0.0416
s01,e01,frame_000518.png,"[0, 0, 0]",0.6626,"[18, 18, 22]",0.1346,"[11, 10, 10]",0.1128,"[30, 27, 32]",0.0801,"[63, 55, 56]",0.0099
s01,e01,frame_000519.png,"[0, 0, 0]",0.5439,"[9, 10, 9]",0.1693,"[21, 21, 20]",0.1423,"[38, 38, 36]",0.0896,"[62, 56, 54]",0.0549
s01,e01,frame_000520.png,"[8, 10, 11]",0.5486,"[27, 24, 20]",0.2409,"[59, 45, 37]",0.1258,"[114, 87, 76]",0.0726,"[215, 185, 176]",0.0121
s01,e01,frame_000521.png,"[8, 10, 10]",0.6025,"[29, 25, 21]",0.2168,"[63, 49, 39]",0.1115,"[116, 89, 78]",0.0579,"[215, 186, 177]",0.0113
s01,e01,frame_000522.png,"[0, 0, 0]",0.505,"[20, 20, 23]",0.2326,"[13, 12, 13]",0.1581,"[33, 29, 32]",0.0882,"[65, 52, 51]",0.0161
s01,e01,frame_000523.png,"[9, 10, 11]",0.6067,"[31, 27, 22]",0.2103,"[65, 50, 41]",0.1159,"[120, 91, 80]",0.0551,"[218, 191, 181]",0.012
s01,e01,frame_000524.png,"[9, 11, 12]",0.6253,"[31, 27, 23]",0.1984,"[66, 51, 42]",0.1175,"[121, 92, 81]",0.0492,"[222, 195, 186]",0.0096
s01,e01,frame_000525.png,"[3, 6, 4]",0.449,"[15, 20, 16]",0.2968,"[34, 38, 32]",0.1728,"[66, 65, 56]",0.066,"[126, 115, 94]",0.0154
s01,e01,frame_000526.png,"[2, 5, 4]",0.4974,"[15, 21, 18]",0.2779,"[32, 39, 35]",0.1608,"[64, 65, 57]",0.0509,"[121, 102, 65]",0.013
s01,e01,frame_000527.png,"[11, 13, 13]",0.4154,"[2, 2, 2]",0.3923,"[24, 28, 26]",0.105,"[41, 45, 43]",0.0757,"[68, 72, 72]",0.0116
s01,e01,frame_000528.png,"[0, 0, 0]",0.5895,"[11, 9, 10]",0.1909,"[20, 18, 19]",0.1198,"[34, 32, 34]",0.0589,"[5, 4, 3]",0.0409
s01,e01,frame_000529.png,"[3, 3, 1]",0.5272,"[25, 26, 15]",0.2422,"[48, 47, 32]",0.1494,"[81, 75, 54]",0.0516,"[131, 118, 99]",0.0296
s01,e01,frame_000530.png,"[0, 0, 0]",0.7274,"[6, 6, 3]",0.1508,"[12, 14, 9]",0.0931,"[26, 25, 20]",0.0251,"[74, 68, 56]",0.0036
s01,e01,frame_000531.png,"[1, 1, 0]",0.3512,"[13, 13, 9]",0.2705,"[25, 25, 23]",0.2186,"[41, 42, 41]",0.1257,"[71, 67, 64]",0.034
s01,e01,frame_000532.png,"[1, 0, 0]",0.5918,"[46, 44, 41]",0.139,"[14, 12, 8]",0.1177,"[30, 27, 24]",0.1011,"[66, 59, 59]",0.0504
s01,e01,frame_000533.png,"[1, 0, 0]",0.6467,"[15, 13, 8]",0.1252,"[46, 43, 41]",0.0928,"[29, 26, 24]",0.0852,"[65, 58, 58]",0.0501
s01,e01,frame_000534.png,"[3, 2, 2]",0.3228,"[12, 10, 8]",0.2247,"[31, 29, 26]",0.1872,"[22, 20, 17]",0.1628,"[49, 46, 41]",0.1025
s01,e01,frame_000535.png,"[7, 6, 5]",0.3473,"[42, 43, 39]",0.2379,"[27, 26, 23]",0.2244,"[101, 105, 105]",0.1024,"[73, 70, 56]",0.088
s01,e01,frame_000536.png,"[60, 23, 9]",0.2831,"[120, 52, 21]",0.1997,"[163, 85, 40]",0.1914,"[210, 135, 79]",0.1638,"[214, 165, 124]",0.162
s01,e01,frame_000537.png,"[37, 15, 13]",0.3663,"[129, 66, 32]",0.2631,"[73, 34, 19]",0.1796,"[197, 123, 71]",0.1155,"[207, 180, 157]",0.0755
s01,e01,frame_000538.png,"[226, 171, 109]",0.3427,"[230, 185, 135]",0.2621,"[219, 150, 82]",0.2358,"[206, 123, 52]",0.1398,"[90, 38, 5]",0.0196
s01,e01,frame_000539.png,"[0, 0, 0]",0.9998,"[1, 0, 0]",0.0002,,,,,,
s01,e01,frame_000540.png,"[12, 4, 3]",0.6134,"[37, 24, 23]",0.2836,"[74, 62, 61]",0.0791,"[163, 32, 28]",0.0148,"[212, 174, 159]",0.0091
s01,e01,frame_000541.png,"[5, 1, 0]",0.5372,"[20, 12, 11]",0.3456,"[47, 38, 36]",0.0665,"[99, 89, 90]",0.045,"[209, 208, 201]",0.0057
s01,e01,frame_000542.png,"[2, 0, 0]",0.5451,"[19, 15, 15]",0.2165,"[39, 37, 36]",0.124,"[71, 82, 83]",0.0723,"[38, 0, 0]",0.0421
s01,e01,frame_000543.png,"[4, 0, 0]",0.503,"[19, 13, 12]",0.3273,"[40, 38, 38]",0.1288,"[83, 82, 86]",0.0385,"[194, 192, 146]",0.0024
s01,e01,frame_000544.png,"[3, 2, 2]",0.7141,"[25, 24, 25]",0.1555,"[57, 60, 70]",0.0561,"[83, 94, 114]",0.0382,"[114, 139, 163]",0.0361
s01,e01,frame_000545.png,"[2, 0, 1]",0.5266,"[9, 6, 5]",0.2695,"[22, 30, 37]",0.1498,"[17, 17, 19]",0.0368,"[58, 61, 59]",0.0173
s01,e01,frame_000546.png,"[3, 1, 1]",0.6562,"[10, 8, 7]",0.1699,"[18, 26, 33]",0.126,"[32, 39, 45]",0.036,"[63, 66, 66]",0.0119
s01,e01,frame_000547.png,"[4, 3, 3]",0.4563,"[8, 10, 11]",0.3383,"[15, 23, 26]",0.1572,"[28, 39, 42]",0.0394,"[73, 75, 75]",0.0088
s01,e01,frame_000548.png,"[0, 0, 0]",0.985,"[240, 240, 240]",0.0057,"[50, 50, 50]",0.004,"[123, 123, 123]",0.003,"[180, 180, 180]",0.0023
s01,e01,frame_000549.png,"[0, 0, 0]",1.0,,,,,,,,
s01,e01,frame_000550.png,"[0, 0, 0]",0.9853,"[242, 242, 242]",0.005,"[197, 197, 197]",0.0048,"[62, 62, 62]",0.0029,"[140, 140, 140]",0.002
s01,e01,frame_000551.png,"[0, 0, 0]",0.9887,"[236, 236, 236]",0.0034,"[122, 122, 122]",0.0028,"[35, 35, 35]",0.0026,"[186, 186, 186]",0.0025
s01,e01,frame_000552.png,"[0, 0, 0]",0.9714,"[239, 239, 239]",0.0103,"[118, 118, 118]",0.0074,"[187, 187, 187]",0.0062,"[55, 55, 55]",0.0047
s01,e01,frame_000553.png,"[0, 0, 0]",0.9705,"[232, 232, 232]",0.0102,"[45, 45, 45]",0.0077,"[173, 173, 173]",0.0061,"[113, 113, 113]",0.0055
s01,e01,frame_000554.png,"[0, 0, 0]",0.9625,"[233, 233, 233]",0.012,"[43, 43, 43]",0.0109,"[169, 169, 169]",0.0081,"[110, 110, 110]",0.0065
s01,e01,frame_000555.png,"[0, 0, 0]",0.8998,"[41, 41, 41]",0.0325,"[96, 96, 96]",0.0255,"[157, 157, 157]",0.0251,"[213, 213, 213]",0.0171
s01,e01,frame_000556.png,"[157, 17, 33]",0.2794,"[98, 10, 15]",0.247,"[24, 1, 2]",0.1996,"[219, 161, 67]",0.1549,"[198, 17, 83]",0.1191
s01,e01,frame_000557.png,"[0, 0, 0]",1.0,,,,,,,,
